Time,U,V,W,U_avg,V_avg,W_avg,U-Uavg,V-Vavg,W-Wavg
238.34,22.54,0.96,1.24,,,,-4.766533535,0.911669524,1.132422256
238.35,22.16,-0.57,1.95,,,,-5.146533535,-0.618330476,1.842422256
238.36,21.78,-1.15,2.19,,,,-5.526533535,-1.198330476,2.082422256
238.37,22.49,-1.11,1.96,,,,-4.816533535,-1.158330476,1.852422256
238.38,22.56,2.19,1.3,,,,-4.746533535,2.141669524,1.192422256
238.39,21.97,1.86,1.11,,,,-5.336533535,1.811669524,1.002422256
238.4,21.45,1.79,1.13,,,,-5.856533535,1.741669524,1.022422256
238.41,21.38,1.73,1.16,,,,-5.926533535,1.681669524,1.052422256
238.42,21.31,1.97,0.73,,,,-5.996533535,1.921669524,0.622422256
238.43,21.98,2.2,0.74,,,,-5.326533535,2.151669524,0.632422256
238.44,22.66,2.43,0.76,,,,-4.646533535,2.381669524,0.652422256
238.45,24.21,-2.5,0.6,,,,-3.096533535,-2.548330476,0.492422256
238.46,25.31,-2.43,0.26,,,,-1.996533535,-2.478330476,0.152422256
238.47,22.75,-0.28,0.37,,,,-4.556533535,-0.328330476,0.262422256
238.48,22.66,0.91,-0.35,,,,-4.646533535,0.861669524,-0.457577744
238.49,23.33,-0.51,-0.98,,,,-3.976533535,-0.558330476,-1.087577744
238.5,24.01,-1.94,-1.62,,,,-3.296533535,-1.988330476,-1.727577744
238.51,21.88,0.65,-1.37,,,,-5.426533535,0.601669524,-1.477577744
238.52,21,-1.05,-1.04,,,,-6.306533535,-1.098330476,-1.147577744
238.53,21.08,-2.76,-1.2,,,,-6.226533535,-2.808330476,-1.307577744
238.54,21.17,-1.47,0.27,,,,-6.136533535,-1.518330476,0.162422256
238.55,20.43,-2.04,0.73,,,,-6.876533535,-2.088330476,0.622422256
238.56,21.82,-2.61,1.2,,,,-5.486533535,-2.658330476,1.092422256
238.57,23.21,-1.78,1.87,,,,-4.096533535,-1.828330476,1.762422256
238.58,21.87,-0.68,1.84,,,,-5.436533535,-0.728330476,1.732422256
238.59,22.93,-0.38,2.18,,,,-4.376533535,-0.428330476,2.072422256
238.6,23.99,-0.08,2.52,,,,-3.316533535,-0.128330476,2.412422256
238.61,22.48,-2.15,2.12,,,,-4.826533535,-2.198330476,2.012422256
238.62,21.65,-1.12,2.44,,,,-5.656533535,-1.168330476,2.332422256
238.63,21.74,1.22,2.33,,,,-5.566533535,1.171669524,2.222422256
238.64,21.83,1.99,2.11,,,,-5.476533535,1.941669524,2.002422256
238.65,22.55,1.27,2.02,,,,-4.756533535,1.221669524,1.912422256
238.66,23.28,0.55,1.95,,,,-4.026533535,0.501669524,1.842422256
238.67,21.6,3.57,0.77,,,,-5.706533535,3.521669524,0.662422256
238.68,19.78,0.73,1.22,,,,-7.526533535,0.681669524,1.112422256
238.69,20.51,-2.11,1.68,,,,-6.796533535,-2.158330476,1.572422256
238.7,21.25,-3.33,2.59,,,,-6.056533535,-3.378330476,2.482422256
238.71,23.27,-3.86,2.77,,,,-4.036533535,-3.908330476,2.662422256
238.72,22.26,-3.95,2.53,,,,-5.046533535,-3.998330476,2.422422256
238.73,21.22,-3.04,2.29,,,,-6.086533535,-3.088330476,2.182422256
238.74,20.48,-2.2,2.44,,,,-6.826533535,-2.248330476,2.332422256
238.75,20.12,-1.36,2.35,,,,-7.186533535,-1.408330476,2.242422256
238.76,20.14,-0.54,2.26,,,,-7.166533535,-0.588330476,2.152422256
238.77,20.34,-0.31,2.44,,,,-6.966533535,-0.358330476,2.332422256
238.78,20.87,-0.32,2.22,,,,-6.436533535,-0.368330476,2.112422256
238.79,21.41,-1.99,2.74,,,,-5.896533535,-2.038330476,2.632422256
238.8,26.44,-1.98,2.59,,,,-0.866533535,-2.028330476,2.482422256
238.81,28.96,-0.03,2.45,,,,1.653466465,-0.078330476,2.342422256
238.82,28.58,-0.15,1.49,,,,1.273466465,-0.198330476,1.382422256
238.83,28.22,-0.03,0.93,,,,0.913466465,-0.078330476,0.822422256
238.84,32.37,-1.7,2.22,,,,5.063466465,-1.748330476,2.112422256
238.85,32.31,-2.98,0.2,,,,5.003466465,-3.028330476,0.092422256
238.86,32.26,0.3,-2.3,,,,4.953466465,0.251669524,-2.407577744
238.87,31.04,-1.57,-1.93,,,,3.733466465,-1.618330476,-2.037577744
238.88,30.57,0.27,-1.64,,,,3.263466465,0.221669524,-1.747577744
238.89,27.91,-2.67,-1.35,,,,0.603466465,-2.718330476,-1.457577744
238.9,31.43,-1.97,-1.53,,,,4.123466465,-2.018330476,-1.637577744
238.91,28.9,-2.94,-1.15,,,,1.593466465,-2.988330476,-1.257577744
238.92,30.16,-3.92,-1.34,,,,2.853466465,-3.968330476,-1.447577744
238.93,31.06,0.65,-0.71,,,,3.753466465,0.601669524,-0.817577744
238.94,31.45,2.97,-1.16,,,,4.143466465,2.921669524,-1.267577744
238.95,32.21,-0.13,0.07,,,,4.903466465,-0.178330476,-0.037577744
238.96,32.98,-3.24,1.31,,,,5.673466465,-3.288330476,1.202422256
238.97,31.51,-0.03,1.54,,,,4.203466465,-0.078330476,1.432422256
238.98,32.04,-0.31,0.28,,,,4.733466465,-0.358330476,0.172422256
238.99,32.83,-1,-0.41,,,,5.523466465,-1.048330476,-0.517577744
239,32.46,-1.3,-1.15,,,,5.153466465,-1.348330476,-1.257577744
239.01,27.14,-3.64,0.07,,,,-0.166533535,-3.688330476,-0.037577744
239.02,29.8,-2.47,-0.54,,,,2.493466465,-2.518330476,-0.647577744
239.03,30.98,-4.19,-0.54,,,,3.673466465,-4.238330476,-0.647577744
239.04,32.47,-3.85,-0.35,,,,5.163466465,-3.898330476,-0.457577744
239.05,30.9,-3.51,-0.17,,,,3.593466465,-3.558330476,-0.277577744
239.06,29.33,-0.24,-0.05,,,,2.023466465,-0.288330476,-0.157577744
239.07,31.65,-1.87,-0.11,,,,4.343466465,-1.918330476,-0.217577744
239.08,31.94,-4.25,0.28,,,,4.633466465,-4.298330476,0.172422256
239.09,32.37,-1.93,-0.52,,,,5.063466465,-1.978330476,-0.627577744
239.1,32.5,-2.53,-1.15,,,,5.193466465,-2.578330476,-1.257577744
239.11,32.65,-1.2,0.78,,,,5.343466465,-1.248330476,0.672422256
239.12,33.22,0.84,1.35,,,,5.913466465,0.791669524,1.242422256
239.13,32.32,2.88,1.93,,,,5.013466465,2.831669524,1.822422256
239.14,31.43,0.03,0.89,,,,4.123466465,-0.018330476,0.782422256
239.15,33.48,-2.18,1,,,,6.173466465,-2.228330476,0.892422256
239.16,31.43,-3.88,2.2,,,,4.123466465,-3.928330476,2.092422256
239.17,32.96,0.73,1.85,,,,5.653466465,0.681669524,1.742422256
239.18,31.97,0.85,1.32,,,,4.663466465,0.801669524,1.212422256
239.19,32.63,2.18,0.74,,,,5.323466465,2.131669524,0.632422256
239.2,33.3,3.51,0.17,,,,5.993466465,3.461669524,0.062422256
239.21,28.74,0.46,0.14,,,,1.433466465,0.411669524,0.032422256
239.22,30.01,1.57,0.69,,,,2.703466465,1.521669524,0.582422256
239.23,31.29,2.69,1.25,,,,3.983466465,2.641669524,1.142422256
239.24,30.82,1.18,2.36,,,,3.513466465,1.131669524,2.252422256
239.25,30.68,2.06,1.86,,,,3.373466465,2.011669524,1.752422256
239.26,29.39,3.38,1.15,,,,2.083466465,3.331669524,1.042422256
239.27,30.03,4.71,1.5,,,,2.723466465,4.661669524,1.392422256
239.28,27.16,0.59,-0.27,,,,-0.146533535,0.541669524,-0.377577744
239.29,25.85,1.15,0.41,,,,-1.456533535,1.101669524,0.302422256
239.3,24.19,-2.23,2.04,,,,-3.116533535,-2.278330476,1.932422256
239.31,27,-1.73,2.37,,,,-0.306533535,-1.778330476,2.262422256
239.32,30.7,-0.15,1.65,,,,3.393466465,-0.198330476,1.542422256
239.33,29.88,-2.88,0.93,,,,2.573466465,-2.928330476,0.822422256
239.34,29.06,-1.37,-0.3,,,,1.753466465,-1.418330476,-0.407577744
239.35,28.31,-1.66,-0.24,,,,1.003466465,-1.708330476,-0.347577744
239.36,31.18,-2.55,-1.74,,,,3.873466465,-2.598330476,-1.847577744
239.37,30.52,-1.46,-1.8,,,,3.213466465,-1.508330476,-1.907577744
239.38,29.36,-0.32,-1.96,,,,2.053466465,-0.368330476,-2.067577744
239.39,29.52,0.77,-1.5,,,,2.213466465,0.721669524,-1.607577744
239.4,29.69,1.87,-1.04,,,,2.383466465,1.821669524,-1.147577744
239.41,30.61,0.93,-1.34,,,,3.303466465,0.881669524,-1.447577744
239.42,31.54,-0.01,-1.64,,,,4.233466465,-0.058330476,-1.747577744
239.43,28.92,1.42,-0.94,,,,1.613466465,1.371669524,-1.047577744
239.44,33.25,2.3,0.06,,,,5.943466465,2.251669524,-0.047577744
239.45,29.94,0.1,0.23,,,,2.633466465,0.051669524,0.122422256
239.46,28.9,1.52,-0.35,,,,1.593466465,1.471669524,-0.457577744
239.47,29.84,-0.15,-0.99,,,,2.533466465,-0.198330476,-1.097577744
239.48,30.79,-1.82,-1.64,,,,3.483466465,-1.868330476,-1.747577744
239.49,29.78,-0.98,-0.96,,,,2.473466465,-1.028330476,-1.067577744
239.5,31.13,-2.11,-1.18,,,,3.823466465,-2.158330476,-1.287577744
239.51,32.49,-3.24,-1.42,,,,5.183466465,-3.288330476,-1.527577744
239.52,32.26,-0.99,-1.8,,,,4.953466465,-1.038330476,-1.907577744
239.53,32.03,0.93,-2.18,,,,4.723466465,0.881669524,-2.287577744
239.54,31.3,1.09,-2.19,,,,3.993466465,1.041669524,-2.297577744
239.55,30.57,1.68,-2.21,,,,3.263466465,1.631669524,-2.317577744
239.56,28,0.51,-0.98,,,,0.693466465,0.461669524,-1.087577744
239.57,30.16,1.07,-0.76,,,,2.853466465,1.021669524,-0.867577744
239.58,31.52,-0.17,-1.04,,,,4.213466465,-0.218330476,-1.147577744
239.59,33.03,-0.24,-2.06,,,,5.723466465,-0.288330476,-2.167577744
239.6,31.16,0.15,-1.03,,,,3.853466465,0.101669524,-1.137577744
239.61,29.3,0.54,-0.01,,,,1.993466465,0.491669524,-0.117577744
239.62,27.43,-0.28,-0.01,,,,0.123466465,-0.328330476,-0.117577744
239.63,28.13,3.77,-0.54,,,,0.823466465,3.721669524,-0.647577744
239.64,28.47,1.39,0.02,,,,1.163466465,1.341669524,-0.087577744
239.65,28.81,-0.98,0.59,,,,1.503466465,-1.028330476,0.482422256
239.66,30.41,-0.44,-0.32,,,,3.103466465,-0.488330476,-0.427577744
239.67,29.17,-0.37,0.42,,,,1.863466465,-0.418330476,0.312422256
239.68,30.05,-0.79,1.42,,,,2.743466465,-0.838330476,1.312422256
239.69,30.65,-0.35,2.08,,,,3.343466465,-0.398330476,1.972422256
239.7,31.25,0.08,1.78,,,,3.943466465,0.031669524,1.672422256
239.71,26.66,-0.07,1.48,,,,-0.646533535,-0.118330476,1.372422256
239.72,28.02,-0.73,0.97,,,,0.713466465,-0.778330476,0.862422256
239.73,28.63,2.29,0.73,,,,1.323466465,2.241669524,0.622422256
239.74,28.83,-0.28,1.4,,,,1.523466465,-0.328330476,1.292422256
239.75,27.25,0.78,1.1,,,,-0.056533535,0.731669524,0.992422256
239.76,26.84,-1.08,0.96,,,,-0.466533535,-1.128330476,0.852422256
239.77,25.02,-0.67,0.89,,,,-2.286533535,-0.718330476,0.782422256
239.78,23.21,-0.26,0.82,,,,-4.096533535,-0.308330476,0.712422256
239.79,28.2,-0.43,1.87,,,,0.893466465,-0.478330476,1.762422256
239.8,26.75,-1.31,1.53,,,,-0.556533535,-1.358330476,1.422422256
239.81,25.31,-2.2,1.19,,,,-1.996533535,-2.248330476,1.082422256
239.82,28.25,-1.4,1.4,,,,0.943466465,-1.448330476,1.292422256
239.83,27.32,0.17,0.76,,,,0.013466465,0.121669524,0.652422256
239.84,25,-1.35,0.71,,,,-2.306533535,-1.398330476,0.602422256
239.85,26.16,-2.88,0.73,,,,-1.146533535,-2.928330476,0.622422256
239.86,26.3,1.02,-0.15,,,,-1.006533535,0.971669524,-0.257577744
239.87,29.42,3.17,-0.68,,,,2.113466465,3.121669524,-0.787577744
239.88,28.65,-0.81,-0.35,,,,1.343466465,-0.858330476,-0.457577744
239.89,27.41,0,0.03,,,,0.103466465,-0.048330476,-0.077577744
239.9,26.17,0.81,0.43,,,,-1.136533535,0.761669524,0.322422256
239.91,30.39,4.58,0.46,,,,3.083466465,4.531669524,0.352422256
239.92,29.8,3.83,0,,,,2.493466465,3.781669524,-0.107577744
239.93,30.84,3.08,-0.78,,,,3.533466465,3.031669524,-0.887577744
239.94,28.78,2.9,-0.34,,,,1.473466465,2.851669524,-0.447577744
239.95,26.73,2.73,0.1,,,,-0.576533535,2.681669524,-0.007577744
239.96,29.21,3.67,-1.27,,,,1.903466465,3.621669524,-1.377577744
239.97,27.97,4.61,-0.58,,,,0.663466465,4.561669524,-0.687577744
239.98,29.14,1.6,-1.83,,,,1.833466465,1.551669524,-1.937577744
239.99,28.33,2.75,-2,,,,1.023466465,2.701669524,-2.107577744
240,26.52,2.62,-2.17,,,,-0.786533535,2.571669524,-2.277577744
240.01,24.71,2.5,-1.27,,,,-2.596533535,2.451669524,-1.377577744
240.02,23.03,2.71,-1.46,,,,-4.276533535,2.661669524,-1.567577744
240.03,21.35,2.92,-1.65,,,,-5.956533535,2.871669524,-1.757577744
240.04,20.86,0.91,-0.54,,,,-6.446533535,0.861669524,-0.647577744
240.05,20.46,-1.09,-0.43,,,,-6.846533535,-1.138330476,-0.537577744
240.06,22.49,2.23,-0.48,,,,-4.816533535,2.181669524,-0.587577744
240.07,24.52,-0.15,1.35,,,,-2.786533535,-0.198330476,1.242422256
240.08,24.86,0.08,2.13,,,,-2.446533535,0.031669524,2.022422256
240.09,25.22,0.31,2.57,,,,-2.086533535,0.261669524,2.462422256
240.1,27.03,-0.65,2.84,,,,-0.276533535,-0.698330476,2.732422256
240.11,28.94,-1.32,2.07,,,,1.633466465,-1.368330476,1.962422256
240.12,28.94,0.73,1.31,,,,1.633466465,0.681669524,1.202422256
240.13,27.97,-0.34,0.17,,,,0.663466465,-0.388330476,0.062422256
240.14,25.67,-0.44,0.46,,,,-1.636533535,-0.488330476,0.352422256
240.15,25.11,0.63,0.65,,,,-2.196533535,0.581669524,0.542422256
240.16,27.89,3.73,0.01,,,,0.583466465,3.681669524,-0.097577744
240.17,30.68,3.07,-0.62,,,,3.373466465,3.021669524,-0.727577744
240.18,29.06,2.41,-2.3,,,,1.753466465,2.361669524,-2.407577744
240.19,27.75,2.51,-1.93,,,,0.443466465,2.461669524,-2.037577744
240.2,25.83,4.19,-1.57,,,,-1.476533535,4.141669524,-1.677577744
240.21,26.03,-0.52,-0.57,,,,-1.276533535,-0.568330476,-0.677577744
240.22,24.69,2.63,0.55,,,,-2.616533535,2.581669524,0.442422256
240.23,26.43,2.48,0.57,,,,-0.876533535,2.431669524,0.462422256
240.24,28.18,2.34,0.6,,,,0.873466465,2.291669524,0.492422256
240.25,28.13,0.99,0.13,,,,0.823466465,0.941669524,0.022422256
240.26,29.15,0.1,-0.1,,,,1.843466465,0.051669524,-0.207577744
240.27,23.52,-0.48,0.86,,,,-3.786533535,-0.528330476,0.752422256
240.28,24.51,-2.3,2.03,,,,-2.796533535,-2.348330476,1.922422256
240.29,27.12,-2.52,1.83,,,,-0.186533535,-2.568330476,1.722422256
240.3,26.74,-3.12,1.57,,,,-0.566533535,-3.168330476,1.462422256
240.31,26.37,-3.73,1.32,,,,-0.936533535,-3.778330476,1.212422256
240.32,25.85,-1.3,0.89,,,,-1.456533535,-1.348330476,0.782422256
240.33,26.4,-0.92,1.07,,,,-0.906533535,-0.968330476,0.962422256
240.34,26.96,-0.54,1.26,,,,-0.346533535,-0.588330476,1.152422256
240.35,27.91,-2.71,0.98,,,,0.603466465,-2.758330476,0.872422256
240.36,29.96,-2.92,0.92,,,,2.653466465,-2.968330476,0.812422256
240.37,28.49,-3.13,0.54,,,,1.183466465,-3.178330476,0.432422256
240.38,27.23,-6.83,0.49,,,,-0.076533535,-6.878330476,0.382422256
240.39,25.97,-7.29,0.44,,,,-1.336533535,-7.338330476,0.332422256
240.4,27.84,-6.37,0.87,,,,0.533466465,-6.418330476,0.762422256
240.41,26.42,-5.13,0.57,,,,-0.886533535,-5.178330476,0.462422256
240.42,27.11,-3.9,0.71,,,,-0.196533535,-3.948330476,0.602422256
240.43,26.85,-3.97,0.65,,,,-0.456533535,-4.018330476,0.542422256
240.44,24.25,-1.09,0.6,,,,-3.056533535,-1.138330476,0.492422256
240.45,22.14,-0.58,0.6,,,,-5.166533535,-0.628330476,0.492422256
240.46,22.4,-1.49,0.92,,,,-4.906533535,-1.538330476,0.812422256
240.47,22.66,-2.4,1.25,,,,-4.646533535,-2.448330476,1.142422256
240.48,25.27,-2.62,1.38,,,,-2.036533535,-2.668330476,1.272422256
240.49,22.84,-4.67,1.55,,,,-4.466533535,-4.718330476,1.442422256
240.5,25.57,0.31,2.03,,,,-1.736533535,0.261669524,1.922422256
240.51,26.84,3.21,2.05,,,,-0.466533535,3.161669524,1.942422256
240.52,27.5,3.63,1.21,,,,0.193466465,3.581669524,1.102422256
240.53,28.18,4.06,0.37,,,,0.873466465,4.011669524,0.262422256
240.54,24.39,3.17,0.13,,,,-2.916533535,3.121669524,0.022422256
240.55,25.92,2.28,-0.83,,,,-1.386533535,2.231669524,-0.937577744
240.56,21.32,-3.64,0.41,,,,-5.986533535,-3.688330476,0.302422256
240.57,23.62,-0.67,-0.21,,,,-3.686533535,-0.718330476,-0.317577744
240.58,25.6,1.36,1.18,,,,-1.706533535,1.311669524,1.072422256
240.59,25.6,3.29,1.27,,,,-1.706533535,3.241669524,1.162422256
240.6,25.42,0.62,0.35,,,,-1.886533535,0.571669524,0.242422256
240.61,24.74,-0.03,-0.03,,,,-2.566533535,-0.078330476,-0.137577744
240.62,22.5,0.03,0,,,,-4.806533535,-0.018330476,-0.107577744
240.63,21.58,0.1,0.03,,,,-5.726533535,0.051669524,-0.077577744
240.64,22.55,-1.31,1.27,,,,-4.756533535,-1.358330476,1.162422256
240.65,23.52,1.05,0.74,,,,-3.786533535,1.001669524,0.632422256
240.66,26.94,3.42,0.19,,,,-0.366533535,3.371669524,0.082422256
240.67,27.81,0.51,-1.02,,,,0.503466465,0.461669524,-1.127577744
240.68,27.66,1.87,-1.68,,,,0.353466465,1.821669524,-1.787577744
240.69,26.73,1.42,-1.05,,,,-0.576533535,1.371669524,-1.157577744
240.7,25.81,0.98,-0.43,,,,-1.496533535,0.931669524,-0.537577744
240.71,26.12,0.31,-0.31,,,,-1.186533535,0.261669524,-0.417577744
240.72,25.31,-0.74,0.24,,,,-1.996533535,-0.788330476,0.132422256
240.73,23.39,-1.95,0.16,,,,-3.916533535,-1.998330476,0.052422256
240.74,21.48,-3.17,0.1,,,,-5.826533535,-3.218330476,-0.007577744
240.75,24.37,2.25,-0.59,,,,-2.936533535,2.201669524,-0.697577744
240.76,25.92,2.78,-0.62,,,,-1.386533535,2.731669524,-0.727577744
240.77,23.71,1.31,-0.62,,,,-3.596533535,1.261669524,-0.727577744
240.78,22.74,3.4,-0.05,,,,-4.566533535,3.351669524,-0.157577744
240.79,21.78,0.98,0.23,,,,-5.526533535,0.931669524,0.122422256
240.8,22.28,-1.08,1.55,,,,-5.026533535,-1.128330476,1.442422256
240.81,21.36,-2.71,2.58,,,,-5.946533535,-2.758330476,2.472422256
240.82,27.09,2.18,2.69,,,,-0.216533535,2.131669524,2.582422256
240.83,26.52,1.77,2.35,,,,-0.786533535,1.721669524,2.242422256
240.84,25.96,1.37,2.01,,,,-1.346533535,1.321669524,1.902422256
240.85,24.34,0.15,1.72,,,,-2.966533535,0.101669524,1.612422256
240.86,24.4,0.06,2.42,,,,-2.906533535,0.011669524,2.312422256
240.87,25.06,1.76,2.52,,,,-2.246533535,1.711669524,2.412422256
240.88,24.17,-0.21,2.54,,,,-3.136533535,-0.258330476,2.432422256
240.89,27.84,1.97,2.07,,,,0.533466465,1.921669524,1.962422256
240.9,27.54,0.99,0.81,,,,0.233466465,0.941669524,0.702422256
240.91,27.19,-0.54,0.43,,,,-0.116533535,-0.588330476,0.322422256
240.92,26.85,-2.08,0.06,,,,-0.456533535,-2.128330476,-0.047577744
240.93,28.74,-1.2,-0.52,,,,1.433466465,-1.248330476,-0.627577744
240.94,23.82,-3.15,-0.46,,,,-3.486533535,-3.198330476,-0.567577744
240.95,26.15,-4.17,0.23,,,,-1.156533535,-4.218330476,0.122422256
240.96,25.78,-2.11,0.71,,,,-1.526533535,-2.158330476,0.602422256
240.97,26.96,2.81,0.17,,,,-0.346533535,2.761669524,0.062422256
240.98,25.68,1.79,0.17,,,,-1.626533535,1.741669524,0.062422256
240.99,24.41,0.77,0.17,,,,-2.896533535,0.721669524,0.062422256
241,24.16,1.87,0.05,,,,-3.146533535,1.821669524,-0.057577744
241.01,24.79,4.41,0.26,,,,-2.516533535,4.361669524,0.152422256
241.02,27.02,0.63,-0.55,,,,-0.286533535,0.581669524,-0.657577744
241.03,25.87,0.21,-0.63,,,,-1.436533535,0.161669524,-0.737577744
241.04,26.89,0.35,-1.09,,,,-0.416533535,0.301669524,-1.197577744
241.05,27.41,-0.13,-1.56,,,,0.103466465,-0.178330476,-1.667577744
241.06,26.91,-1.26,-2.17,,,,-0.396533535,-1.308330476,-2.277577744
241.07,25.18,-0.41,-0.58,,,,-2.126533535,-0.458330476,-0.687577744
241.08,23.47,-0.83,-1.38,,,,-3.836533535,-0.878330476,-1.487577744
241.09,27.21,-0.15,1.3,,,,-0.096533535,-0.198330476,1.192422256
241.1,27.63,-0.31,1.05,,,,0.323466465,-0.358330476,0.942422256
241.11,28.13,1.46,0.57,,,,0.823466465,1.411669524,0.462422256
241.12,27.32,-0.35,0.43,,,,0.013466465,-0.398330476,0.322422256
241.13,26.73,0.13,-0.1,,,,-0.576533535,0.081669524,-0.207577744
241.14,27.27,-4.05,0.57,,,,-0.036533535,-4.098330476,0.462422256
241.15,28.83,-0.24,0.68,,,,1.523466465,-0.288330476,0.572422256
241.16,26.73,1.65,-0.24,,,,-0.576533535,1.601669524,-0.347577744
241.17,26.46,-1.09,0.3,,,,-0.846533535,-1.138330476,0.192422256
241.18,28.47,-1.82,0.54,,,,1.163466465,-1.868330476,0.432422256
241.19,28.58,-0.4,0.55,,,,1.273466465,-0.448330476,0.442422256
241.2,27.55,-2.93,0.21,,,,0.243466465,-2.978330476,0.102422256
241.21,27.57,-2.35,-0.16,,,,0.263466465,-2.398330476,-0.267577744
241.22,27.61,-1.78,-0.54,,,,0.303466465,-1.828330476,-0.647577744
241.23,27.03,-3.42,-1.48,,,,-0.276533535,-3.468330476,-1.587577744
241.24,26.44,-2.43,-0.2,,,,-0.866533535,-2.478330476,-0.307577744
241.25,27.03,-3.97,-0.7,,,,-0.276533535,-4.018330476,-0.807577744
241.26,27.48,-3.79,-1.32,,,,0.173466465,-3.838330476,-1.427577744
241.27,25.69,-1.74,-1.53,,,,-1.616533535,-1.788330476,-1.637577744
241.28,26.32,-0.28,-1.94,,,,-0.986533535,-0.328330476,-2.047577744
241.29,26.32,-0.96,-1.9,,,,-0.986533535,-1.008330476,-2.007577744
241.3,26.32,-1.64,-1.86,,,,-0.986533535,-1.688330476,-1.967577744
241.31,26.03,-0.74,-0.63,,,,-1.276533535,-0.788330476,-0.737577744
241.32,25.81,2.05,-0.27,,,,-1.496533535,2.001669524,-0.377577744
241.33,26.19,2.09,-0.59,,,,-1.116533535,2.041669524,-0.697577744
241.34,24.54,-0.01,-0.01,,,,-2.766533535,-0.058330476,-0.117577744
241.35,25.2,-0.66,-0.35,,,,-2.106533535,-0.708330476,-0.457577744
241.36,25.87,-1.32,-0.7,,,,-1.436533535,-1.368330476,-0.807577744
241.37,26.8,0.45,-0.46,,,,-0.506533535,0.401669524,-0.567577744
241.38,26.33,2.23,-0.58,,,,-0.976533535,2.181669524,-0.687577744
241.39,25.5,1.67,-0.7,,,,-1.806533535,1.621669524,-0.807577744
241.4,25.15,0.37,-1,,,,-2.156533535,0.321669524,-1.107577744
241.41,23.89,1.1,-0.35,,,,-3.416533535,1.051669524,-0.457577744
241.42,22.63,1.84,0.3,,,,-4.676533535,1.791669524,0.192422256
241.43,25.09,0.31,0.85,,,,-2.216533535,0.261669524,0.742422256
241.44,25.67,4.85,0.49,,,,-1.636533535,4.801669524,0.382422256
241.45,24.25,1.22,0,,,,-3.056533535,1.171669524,-0.107577744
241.46,26.05,2.61,-0.16,,,,-1.256533535,2.561669524,-0.267577744
241.47,27.86,4.01,-0.32,,,,0.553466465,3.961669524,-0.427577744
241.48,30.63,3.86,-1.1,,,,3.323466465,3.811669524,-1.207577744
241.49,23.97,3.2,-1.29,,,,-3.336533535,3.151669524,-1.397577744
241.5,25.74,3.03,-1.25,,,,-1.566533535,2.981669524,-1.357577744
241.51,27.52,2.87,-1.21,,,,0.213466465,2.821669524,-1.317577744
241.52,26.3,0.51,-1.71,,,,-1.006533535,0.461669524,-1.817577744
241.53,22.94,0.71,-1.43,,,,-4.366533535,0.661669524,-1.537577744
241.54,24.1,0.79,-0.71,,,,-3.206533535,0.741669524,-0.817577744
241.55,25.26,0.88,0,,,,-2.046533535,0.831669524,-0.107577744
241.56,26.44,-0.73,0.66,,,,-0.866533535,-0.778330476,0.552422256
241.57,25.85,-2.34,0.33,,,,-1.456533535,-2.388330476,0.222422256
241.58,30.59,-0.13,0.87,,,,3.283466465,-0.178330476,0.762422256
241.59,28.51,-1.31,-0.03,,,,1.203466465,-1.358330476,-0.137577744
241.6,25.15,-0.4,-0.98,,,,-2.156533535,-0.448330476,-1.087577744
241.61,24.51,-4.32,0.13,,,,-2.796533535,-4.368330476,0.022422256
241.62,28.4,-0.93,-0.23,,,,1.093466465,-0.978330476,-0.337577744
241.63,27.18,1.85,-0.71,,,,-0.126533535,1.801669524,-0.817577744
241.64,27.46,2.06,-1.74,,,,0.153466465,2.011669524,-1.847577744
241.65,26.78,1.74,-2.2,,,,-0.526533535,1.691669524,-2.307577744
241.66,25.79,0.29,-0.88,,,,-1.516533535,0.241669524,-0.987577744
241.67,24.81,-1.16,0.44,,,,-2.496533535,-1.208330476,0.332422256
241.68,27.23,1.66,1.05,,,,-0.076533535,1.611669524,0.942422256
241.69,27.11,1.44,0.57,,,,-0.196533535,1.391669524,0.462422256
241.7,29.71,-0.51,-0.28,,,,2.403466465,-0.558330476,-0.387577744
241.71,25.99,-0.65,-0.43,,,,-1.316533535,-0.698330476,-0.537577744
241.72,30.28,0.08,-1.4,,,,2.973466465,0.031669524,-1.507577744
241.73,30.45,0.31,-2.15,,,,3.143466465,0.261669524,-2.257577744
241.74,31.31,0.31,-1.85,,,,4.003466465,0.261669524,-1.957577744
241.75,30.73,1.52,-2.08,,,,3.423466465,1.471669524,-2.187577744
241.76,26.24,0.2,0.13,,,,-1.066533535,0.151669524,0.022422256
241.77,28.47,1.25,0.24,,,,1.163466465,1.201669524,0.132422256
241.78,26.48,4.43,-0.01,,,,-0.826533535,4.381669524,-0.117577744
241.79,26.09,3.09,-0.21,,,,-1.216533535,3.041669524,-0.317577744
241.8,24.08,2.19,-0.25,,,,-3.226533535,2.141669524,-0.357577744
241.81,22.07,1.3,-0.3,,,,-5.236533535,1.251669524,-0.407577744
241.82,23.07,1.74,-0.27,,,,-4.236533535,1.691669524,-0.377577744
241.83,22.93,3.79,0,,,,-4.376533535,3.741669524,-0.107577744
241.84,23,2.87,-0.13,,,,-4.306533535,2.821669524,-0.237577744
241.85,24.71,1.96,0.15,,,,-2.596533535,1.911669524,0.042422256
241.86,27.88,3,-0.91,,,,0.573466465,2.951669524,-1.017577744
241.87,24.54,4.04,-0.86,,,,-2.766533535,3.991669524,-0.967577744
